year,month,pr
2086,4,9.519785e-05
2086,5,7.668652e-05
2086,6,4.108529e-05
2086,7,1.985713e-05
2086,8,7.2373728e-06
2086,9,3.4185916e-06
2086,10,9.069567e-06
2086,11,4.9360096e-05
2086,12,0.00011724359
2087,1,0.0001251789
2087,2,0.000112791495
2087,3,0.00010720881
2087,4,8.248562e-05
2087,5,7.748908e-05
2087,6,3.8614675e-05
2087,7,2.1334905e-05
2087,8,1.1123661e-05
2087,9,6.225932e-06
2087,10,1.0744634e-05
2087,11,6.148841e-05
2087,12,9.4139235e-05
2088,1,0.000108296255
2088,2,0.00010388657
2088,3,9.97354e-05
2088,4,6.924345e-05
2088,5,6.316162e-05
2088,6,3.658805e-05
2088,7,1.494809e-05
2088,8,5.188441e-06
2088,9,1.4996202e-06
2088,10,2.1629282e-06
2088,11,2.1555574e-05
2088,12,8.093409e-05
2089,1,9.461602e-05
2089,2,6.859146e-05
2089,3,9.2664835e-05
2089,4,0.00010132242
2089,5,6.117111e-05
2089,6,3.5573128e-05
2089,7,1.2938267e-05
2089,8,5.880136e-06
2089,9,2.830212e-06
2089,10,9.180076e-06
2089,11,1.4713616e-05
2089,12,5.3881722e-05
2090,1,8.2147606e-05
2090,2,9.232941e-05
2090,3,0.00010673271
2090,4,9.9922116e-05
2090,5,8.675871e-05
2090,6,6.070613e-05
2090,7,1.9655667e-05
2090,8,9.337838e-06
2090,9,6.3505677e-06
2090,10,1.4774462e-05
2090,11,9.574827e-05
2090,12,0.00011885453
2091,1,0.00013523371
2091,2,0.00011719928
2091,3,0.00011904316
2091,4,8.5179534e-05
2091,5,5.3189473e-05
2091,6,2.4959534e-05
2091,7,1.242328e-05
2091,8,4.035886e-06
2091,9,1.5774165e-06
2091,10,6.0531847e-06
2091,11,2.5719573e-05
2091,12,8.162764e-05
2092,1,7.137634e-05
2092,2,7.731925e-05
2092,3,8.263214e-05
2092,4,7.9100384e-05
2092,5,5.9865462e-05
2092,6,3.786189e-05
2092,7,1.7390474e-05
2092,8,8.335353e-06
2092,9,2.0690168e-06
2092,10,1.279254e-06
2092,11,2.4898362e-05
2092,12,9.351647e-05
2093,1,7.8789424e-05
2093,2,9.620104e-05
2093,3,9.13936e-05
2093,4,8.251375e-05
2093,5,6.819369e-05
2093,6,2.9131457e-05
2093,7,1.2436223e-05
2093,8,8.628154e-06
2093,9,1.5513181e-06
2093,10,1.15459325e-05
2093,11,4.9051065e-05
2093,12,0.000109417764
2094,1,9.543534e-05
2094,2,0.00010278969
2094,3,0.00011822763
2094,4,9.417197e-05
2094,5,7.239855e-05
2094,6,3.4733683e-05
2094,7,1.4719187e-05
2094,8,5.892628e-06
2094,9,2.2653292e-06
2094,10,7.010471e-06
2094,11,2.2979864e-05
2094,12,7.1654606e-05
2095,1,8.955169e-05
2095,2,8.1805345e-05
2095,3,0.00011889711
2095,4,0.00011045552
2095,5,7.2114446e-05
2095,6,3.6081186e-05
2095,7,1.48821455e-05
2095,8,4.81515e-06
2095,9,2.3368707e-06
2095,10,1.7489425e-05
2095,11,3.1270145e-05
2095,12,6.7420886e-05
2096,1,8.6028595e-05
2096,2,0.00010044094
2096,3,0.000107951244
2096,4,7.97406e-05
2096,5,7.647113e-05
2096,6,4.2192733e-05
2096,7,2.6910351e-05
2096,8,9.320481e-06
2096,9,6.0926895e-06
2096,10,1.0725427e-05
2096,11,4.386048e-05
2096,12,7.427461e-05
2097,1,0.00011791128
2097,2,9.58007e-05
2097,3,0.0001031343
2097,4,9.464828e-05
2097,5,6.579304e-05
2097,6,4.247186e-05
2097,7,1.4564386e-05
2097,8,5.8092023e-06
2097,9,1.3910309e-06
2097,10,1.8547651e-06
2097,11,8.814194e-06
2097,12,3.7218964e-05
2098,1,5.003504e-05
2098,2,6.7103254e-05
2098,3,7.9586636e-05
2098,4,8.132731e-05
2098,5,7.998036e-05
2098,6,3.4409495e-05
2098,7,2.6479662e-05
2098,8,8.130152e-06
2098,9,2.6194e-06
2098,10,4.8001734e-06
2098,11,4.476001e-05
2098,12,0.00012606425
2099,1,0.000119637916
2099,2,0.00012942759
2099,3,0.00010519315
2099,4,9.157814e-05
2099,5,8.354219e-05
2099,6,4.6291676e-05
2099,7,2.2536466e-05
2099,8,1.0452212e-05
2099,9,3.723748e-06
2099,10,6.2552594e-06
2099,11,2.3259106e-05
2099,12,9.035827e-05
2100,1,0.000109944755
2100,2,9.99554e-05
2100,3,0.00010178206
2100,4,7.120501e-05
2100,5,7.237818e-05
2100,6,3.7545662e-05
2100,7,2.0818194e-05
2100,8,1.0702383e-05
2100,9,3.1362465e-06
2100,10,6.7588458e-06
2100,11,2.522084e-05
2100,12,7.081679e-05
